Symbol,Score,Price,Volatility,RSI,Recent Trend,Volume Trend,MovingAverage Signal,LSTM Signal,MSI Signal,Transformer Signal
CVX,25.0,135.5,0.4495494994308649,50.345887778631834,0,0.9522237503411928,HOLD,HOLD,HOLD,HOLD
AMGN,25.0,280.06,0.34704371105934523,36.69865642994241,0,0.9498431115719844,HOLD,HOLD,HOLD,HOLD
LIN,25.0,452.49,0.38057508340654295,55.37437603993347,0,0.7996461386145368,HOLD,HOLD,HOLD,HOLD
LOW,25.0,225.19,0.3377366360490157,51.183765501691106,0,0.8644324206982519,HOLD,HOLD,HOLD,HOLD
UNP,25.0,216.53,0.34135514922549615,41.809360730593575,0,0.8155789082257342,HOLD,HOLD,HOLD,HOLD
NEE,25.0,66.1,0.334766464483678,43.6450839328537,0,0.8494547503840169,HOLD,HOLD,HOLD,HOLD
RTX,25.0,128.59,0.5283465548133958,49.22600619195049,0,0.7220280636198549,HOLD,HOLD,HOLD,HOLD
MDT,25.0,83.45,0.265903282155365,46.31578947368423,0,0.8833081730050023,HOLD,HOLD,HOLD,HOLD
F,25.0,10.17,0.5160289777407691,61.616161616161584,0,0.8525661032807813,HOLD,HOLD,HOLD,HOLD
COIN,25.0,199.4,0.7749922497529985,68.68041912246235,0,0.6732341794566657,HOLD,HOLD,HOLD,HOLD
PINS,25.0,27.48,0.6907646115761078,61.46272855133614,0,0.9686830508822861,HOLD,HOLD,HOLD,HOLD
SUSHI-USD,38.17154473509822,0.61638,0.6135201335540543,53.255500267600134,13.417620163578459,1.634308947019644,HOLD,HOLD,HOLD,HOLD
BAT-USD,35.182305110957124,0.14085,0.5152498512891328,56.4118773590168,13.998012002697369,1.036461022191425,HOLD,HOLD,HOLD,HOLD
CRV-USD,35.11329883021662,0.6835315,1.0008597392941683,62.73795584397263,15.967847332193497,1.0226597660433236,HOLD,HOLD,HOLD,HOLD
YFI-USD,35.085779815656124,5240.168,0.5549351166190222,60.67090548830138,19.766278421956574,1.0171559631312244,HOLD,HOLD,HOLD,HOLD
SOL-USD,35.0,144.964,0.6187541845463469,58.1069948084895,12.462857945574868,0.3852053601938269,HOLD,HOLD,HOLD,HOLD
LINK-USD,35.0,13.605,0.6959112213604277,56.12692865058394,11.882944121002591,0.38310746722605915,HOLD,HOLD,HOLD,HOLD
LTC-USD,35.0,83.003,0.5280968098984309,56.75425191469052,11.302026286027434,0.7882765955800787,HOLD,HOLD,HOLD,HOLD
BCH-USD,35.0,358.26,0.570996788073363,57.80090892642378,10.825048731230801,0.7989238035951238,HOLD,HOLD,HOLD,HOLD
GRT-USD,35.0,0.0915298,0.6733823945972072,59.09652214912773,17.907532747825883,0.9682670494695227,HOLD,HOLD,HOLD,HOLD
MKR-USD,35.0,1541.305,0.7151069585578547,69.61764136952738,11.414631814317545,0.8594370351885963,HOLD,HOLD,HOLD,HOLD
AVAX-USD,34.70470784451143,19.8143,0.7618773168102773,50.17501677477073,8.3475148693549,1.271438595031306,HOLD,HOLD,HOLD,HOLD
BTC-USD,34.66076876973893,94557.0665,0.383391719804903,72.03538738156644,11.416617476369195,0.7638847212298211,HOLD,HOLD,HOLD,HOLD
DOT-USD,34.430008385022994,3.91457,0.5959520961506709,55.974307040956035,9.430008385022992,0.6772368370888355,HOLD,HOLD,HOLD,HOLD
DOGE-USD,34.19256868612164,0.170081,0.7292110696964602,56.17425108621084,9.19256868612164,0.6616677044562623,HOLD,HOLD,HOLD,HOLD
ETH-USD,33.93562054096554,1806.58,0.7088788520978103,76.38627675420679,11.363593174869969,0.30185721687931133,HOLD,HOLD,HOLD,HOLD
SHIB-USD,33.01362640927894,1.269e-05,0.6906306058738124,53.06122448979591,8.01362640927894,0.4352245896496077,HOLD,HOLD,HOLD,HOLD
XRP-USD,31.827547279730915,2.122765,0.5842636713977274,54.04065443728306,6.827547279730917,0.4721684800360677,HOLD,HOLD,HOLD,HOLD
XTZ-USD,28.889004021381147,0.543293,0.532686218313515,60.33973097985009,3.8890040213811483,0.41416120183565536,HOLD,HOLD,HOLD,HOLD
OGN-USD,26.48828529398954,54.46700110174575,0.31390632657102674,21.070288236062737,0.0,0.9578729539836215,HOLD,HOLD,HOLD,HOLD
EOS-USD,26.22564232635948,67.93580469841953,0.2369273971175225,61.96273133375439,0.0,1.2451284652718961,HOLD,HOLD,HOLD,HOLD
ATOM-USD,25.940335105122788,146.8231070203574,0.22832578820401248,71.66946997358973,0.0,1.2437160201442152,HOLD,HOLD,HOLD,HOLD
ALGO-USD,25.938979427162664,126.58211634362966,0.21755361181127758,49.90128933322876,0.0,1.187795885432533,HOLD,HOLD,HOLD,HOLD
NU-USD,25.78117662819258,104.87346316699889,0.24056783581866084,68.56786401454966,0.0,1.1562353256385158,HOLD,HOLD,HOLD,HOLD
AXS-USD,25.763227335602593,67.67302721803495,0.3105651164048154,61.47067009936309,0.0,1.1526454671205182,HOLD,HOLD,HOLD,HOLD
HBAR-USD,25.321300373045318,135.59677253553917,0.21320458843635617,72.96208333478778,0.0,1.162996185768656,HOLD,HOLD,HOLD,HOLD
MANA-USD,25.09287754411439,120.50586383473298,0.2766470980210404,43.43443490394768,0.0,1.018575508822878,HOLD,HOLD,HOLD,HOLD
BAND-USD,25.08646290821414,113.18091303293384,0.21024293492341625,66.67740249104162,0.0,1.0172925816428284,HOLD,HOLD,HOLD,HOLD
XLM-USD,25.0,76.62339957419002,0.29316172330694545,60.093717017007364,0.0,0.9457830148640713,HOLD,HOLD,HOLD,HOLD
VET-USD,25.0,68.94742076690498,0.30551436465978854,53.5074158589942,0.0,0.9796310978547691,HOLD,HOLD,HOLD,HOLD
SAND-USD,25.0,133.2744056019366,0.16575476867974137,61.39611297998752,0.0,0.7598040847539826,HOLD,HOLD,HOLD,HOLD
ONE-USD,25.0,64.90543270034253,0.29780385995310943,61.18973724274016,0.0,0.8039494817316516,HOLD,HOLD,HOLD,HOLD
COMP-USD,25.0,139.7864728555374,0.21700992774923228,49.162942647131594,0.0,0.7834787732377866,HOLD,HOLD,HOLD,HOLD
1INCH-USD,25.0,75.1723313843019,0.26200370702774406,61.728727566100595,0.0,0.7689939420485142,HOLD,HOLD,HOLD,HOLD
LRC-USD,25.0,56.005997556787214,0.2700897417126897,37.24365020053668,0.0,0.8871008364704966,HOLD,HOLD,HOLD,HOLD
REN-USD,24.979401618366047,66.2406473481637,0.2932088582805604,71.83479917495725,0.0,1.057040296171785,HOLD,HOLD,HOLD,HOLD
ADA-USD,24.931646271437273,152.25125649193112,0.2226089197869772,70.41012237137637,0.0,0.9613704481063423,HOLD,HOLD,HOLD,HOLD
CHZ-USD,24.79412077721571,68.17227948435007,0.2468504216879592,81.60677634395228,0.0,1.3457167002415513,HOLD,HOLD,HOLD,HOLD
ANKR-USD,24.26214319982939,143.97892412555834,0.2636207189462825,74.42714080102368,0.0,0.7969943180620024,HOLD,HOLD,HOLD,HOLD
LUNA-USD,24.21672223874358,154.28918643299772,0.22739311284909383,74.69966656753851,0.0,0.7235298188526631,HOLD,HOLD,HOLD,HOLD
STORJ-USD,23.881529059073603,161.43451914520722,0.20486548943343816,83.2920718463893,0.0,1.2193748733610308,HOLD,HOLD,HOLD,HOLD
SKL-USD,23.556497348245628,72.9014102825028,0.253923016692549,81.42671885054106,0.0,1.0921900980004948,HOLD,HOLD,HOLD,HOLD
OMG-USD,23.43710496207874,65.96435433937697,0.1966824716621595,79.37737022752755,0.0,0.9588536835015455,HOLD,HOLD,HOLD,HOLD
UNI-USD,23.342879312247824,4.931385,0.7217555235027494,42.880719287122005,-1.6571206877521782,0.31355667350444005,HOLD,HOLD,HOLD,HOLD
ZEC-USD,23.30669147447916,63.91626537465147,0.232156216518532,80.15985115312503,0.0,0.8868890440836954,HOLD,HOLD,HOLD,HOLD
HOT-USD,22.980314309901104,81.1628318555481,0.2416712821048279,82.11811414059336,0.0,0.8128058950144582,HOLD,HOLD,HOLD,HOLD
FTM-USD,22.795067817027967,72.74784733790693,0.19016272251625915,83.22959309783221,0.0,0.9935749986984859,HOLD,HOLD,HOLD,HOLD
EGLD-USD,22.770948623493894,131.94229990161566,0.23192639717581293,83.37430825903664,0.0,0.9802990357384326,HOLD,HOLD,HOLD,HOLD
ENJ-USD,22.188121958054367,58.95810209644331,0.19354356589127186,86.8712682516738,0.0,0.7803741536331745,HOLD,HOLD,HOLD,HOLD
MATIC-USD,21.63179064008778,115.4421796415138,0.2048529200478229,93.2674603931946,0.0,1.1019401411240426,HOLD,HOLD,HOLD,HOLD
