Symbol,Score,Price,Volatility,RSI,Recent Trend,Volume Trend,MovingAverage Signal,LSTM Signal,MSI Signal,Transformer Signal
ONE-USD,25.0,64.90543270034253,0.29780385995310943,61.18973724274016,0.0,0.8039494817316516,HOLD,HOLD,HOLD,HOLD
COMP-USD,25.0,139.7864728555374,0.21700992774923228,49.162942647131594,0.0,0.7834787732377866,HOLD,HOLD,HOLD,HOLD
1INCH-USD,25.0,75.1723313843019,0.26200370702774406,61.728727566100595,0.0,0.7689939420485142,HOLD,HOLD,HOLD,HOLD
LRC-USD,25.0,56.005997556787214,0.2700897417126897,37.24365020053668,0.0,0.8871008364704966,HOLD,HOLD,HOLD,HOLD
REN-USD,24.979401618366047,66.2406473481637,0.2932088582805604,71.83479917495725,0.0,1.057040296171785,HOLD,HOLD,HOLD,HOLD
ADA-USD,24.931646271437273,152.25125649193112,0.2226089197869772,70.41012237137637,0.0,0.9613704481063423,HOLD,HOLD,HOLD,HOLD
CHZ-USD,24.79412077721571,68.17227948435007,0.2468504216879592,81.60677634395228,0.0,1.3457167002415513,HOLD,HOLD,HOLD,HOLD
ANKR-USD,24.26214319982939,143.97892412555834,0.2636207189462825,74.42714080102368,0.0,0.7969943180620024,HOLD,HOLD,HOLD,HOLD
LUNA-USD,24.21672223874358,154.28918643299772,0.22739311284909383,74.69966656753851,0.0,0.7235298188526631,HOLD,HOLD,HOLD,HOLD
STORJ-USD,23.881529059073603,161.43451914520722,0.20486548943343816,83.2920718463893,0.0,1.2193748733610308,HOLD,HOLD,HOLD,HOLD
SKL-USD,23.556497348245628,72.9014102825028,0.253923016692549,81.42671885054106,0.0,1.0921900980004948,HOLD,HOLD,HOLD,HOLD
OMG-USD,23.43710496207874,65.96435433937697,0.1966824716621595,79.37737022752755,0.0,0.9588536835015455,HOLD,HOLD,HOLD,HOLD
UNI-USD,23.342879312247824,4.931385,0.7217555235027494,42.880719287122005,-1.6571206877521782,0.31355667350444005,HOLD,HOLD,HOLD,HOLD
ZEC-USD,23.30669147447916,63.91626537465147,0.232156216518532,80.15985115312503,0.0,0.8868890440836954,HOLD,HOLD,HOLD,HOLD
HOT-USD,22.980314309901104,81.1628318555481,0.2416712821048279,82.11811414059336,0.0,0.8128058950144582,HOLD,HOLD,HOLD,HOLD
FTM-USD,22.795067817027967,72.74784733790693,0.19016272251625915,83.22959309783221,0.0,0.9935749986984859,HOLD,HOLD,HOLD,HOLD
EGLD-USD,22.770948623493894,131.94229990161566,0.23192639717581293,83.37430825903664,0.0,0.9802990357384326,HOLD,HOLD,HOLD,HOLD
ENJ-USD,22.188121958054367,58.95810209644331,0.19354356589127186,86.8712682516738,0.0,0.7803741536331745,HOLD,HOLD,HOLD,HOLD
MATIC-USD,21.63179064008778,115.4421796415138,0.2048529200478229,93.2674603931946,0.0,1.1019401411240426,HOLD,HOLD,HOLD,HOLD
